mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0007024288177490234,0.00025461199507033415,0.0005629539489746093,0.000211217838300405,1,2,"{'max_depth': 1, 'min_samples_split': 2}",0.5833333333333334,0.5833333333333334,0.48333333333333334,0.5333333333333333,0.43333333333333335,0.5233333333333334,0.058309518948453015,442
0.00045037269592285156,5.297680141437803e-05,0.0003582954406738281,1.277923583984375e-05,1,3,"{'max_depth': 1, 'min_samples_split': 3}",0.5833333333333334,0.5833333333333334,0.48333333333333334,0.5333333333333333,0.43333333333333335,0.5233333333333334,0.058309518948453015,442
0.00042862892150878905,1.6416915436520974e-05,0.0003647804260253906,1.5569299129698475e-05,1,4,"{'max_depth': 1, 'min_samples_split': 4}",0.5833333333333334,0.5833333333333334,0.48333333333333334,0.5333333333333333,0.43333333333333335,0.5233333333333334,0.058309518948453015,442
0.0005173206329345704,0.0001237408871256593,0.0004101276397705078,9.710814190088235e-05,1,5,"{'max_depth': 1, 'min_samples_split': 5}",0.5833333333333334,0.5833333333333334,0.48333333333333334,0.5333333333333333,0.43333333333333335,0.5233333333333334,0.058309518948453015,442
0.0004333019256591797,2.5809447146326465e-05,0.00034923553466796874,2.4097974335657647e-06,1,6,"{'max_depth': 1, 'min_samples_split': 6}",0.5833333333333334,0.5833333333333334,0.48333333333333334,0.5333333333333333,0.43333333333333335,0.5233333333333334,0.058309518948453015,442
0.0004462718963623047,2.586524038557615e-05,0.00036025047302246094,9.837186400014975e-06,1,7,"{'max_depth': 1, 'min_samples_split': 7}",0.5833333333333334,0.5833333333333334,0.48333333333333334,0.5333333333333333,0.43333333333333335,0.5233333333333334,0.058309518948453015,442
0.0004510402679443359,7.943689168171713e-05,0.00037374496459960935,2.2810864983705e-05,1,8,"{'max_depth': 1, 'min_samples_split': 8}",0.5833333333333334,0.5833333333333334,0.48333333333333334,0.5333333333333333,0.43333333333333335,0.5233333333333334,0.058309518948453015,442
0.000403594970703125,1.8182445492684954e-06,0.00035367012023925783,1.456860429414017e-05,1,9,"{'max_depth': 1, 'min_samples_split': 9}",0.5833333333333334,0.5833333333333334,0.48333333333333334,0.5333333333333333,0.43333333333333335,0.5233333333333334,0.058309518948453015,442
0.00041513442993164064,1.0159429424465763e-05,0.00034775733947753904,9.05563856309184e-06,1,10,"{'max_depth': 1, 'min_samples_split': 10}",0.5833333333333334,0.5833333333333334,0.48333333333333334,0.5333333333333333,0.43333333333333335,0.5233333333333334,0.058309518948453015,442
0.00047054290771484373,4.742303162875599e-05,0.00038828849792480467,4.899524424145667e-05,2,2,"{'max_depth': 2, 'min_samples_split': 2}",0.5833333333333334,0.5333333333333333,0.55,0.7,0.5166666666666667,0.5766666666666667,0.0654896090146283,433
0.0004364967346191406,9.585968766568551e-06,0.0003547191619873047,1.048543117968071e-05,2,3,"{'max_depth': 2, 'min_samples_split': 3}",0.5833333333333334,0.5333333333333333,0.55,0.7,0.5166666666666667,0.5766666666666667,0.0654896090146283,433
0.00044641494750976565,1.91250342937865e-05,0.0003563880920410156,9.377339454286357e-06,2,4,"{'max_depth': 2, 'min_samples_split': 4}",0.5833333333333334,0.5333333333333333,0.55,0.7,0.5166666666666667,0.5766666666666667,0.0654896090146283,433
0.0004428863525390625,2.3932570502602266e-05,0.0003747463226318359,5.078895517841844e-05,2,5,"{'max_depth': 2, 'min_samples_split': 5}",0.5833333333333334,0.5333333333333333,0.55,0.7,0.5166666666666667,0.5766666666666667,0.0654896090146283,433
0.0004811286926269531,7.952037026920666e-05,0.00039548873901367186,7.530667364682548e-05,2,6,"{'max_depth': 2, 'min_samples_split': 6}",0.5833333333333334,0.5333333333333333,0.55,0.7,0.5166666666666667,0.5766666666666667,0.0654896090146283,433
0.00042939186096191406,6.775451650774918e-06,0.00036411285400390626,2.8490132353926816e-05,2,7,"{'max_depth': 2, 'min_samples_split': 7}",0.5833333333333334,0.5333333333333333,0.55,0.7,0.5166666666666667,0.5766666666666667,0.0654896090146283,433
0.0004363059997558594,9.645792242805697e-06,0.00034999847412109375,7.328414708495379e-06,2,8,"{'max_depth': 2, 'min_samples_split': 8}",0.5833333333333334,0.5333333333333333,0.55,0.7,0.5166666666666667,0.5766666666666667,0.0654896090146283,433
0.0005347728729248047,0.0001867832076204029,0.00037446022033691404,2.6275674502024805e-05,2,9,"{'max_depth': 2, 'min_samples_split': 9}",0.5833333333333334,0.5333333333333333,0.55,0.7,0.5166666666666667,0.5766666666666667,0.0654896090146283,433
0.0004322528839111328,6.577933599303588e-06,0.0003608226776123047,1.5080875060779706e-05,2,10,"{'max_depth': 2, 'min_samples_split': 10}",0.5833333333333334,0.5333333333333333,0.55,0.7,0.5166666666666667,0.5766666666666667,0.0654896090146283,433
0.00044903755187988283,3.3670241248912294e-06,0.000353240966796875,7.624326453124677e-06,3,2,"{'max_depth': 3, 'min_samples_split': 2}",0.55,0.7333333333333333,0.7166666666666667,0.7833333333333333,0.7166666666666667,0.7,0.07888106377466153,424
0.0004677772521972656,2.4876553870137333e-05,0.0003707408905029297,3.4912817120880955e-05,3,3,"{'max_depth': 3, 'min_samples_split': 3}",0.55,0.7333333333333333,0.7166666666666667,0.7833333333333333,0.7166666666666667,0.7,0.07888106377466153,424
0.0004477500915527344,3.8355021576290525e-06,0.0003552436828613281,1.0397893184355032e-05,3,4,"{'max_depth': 3, 'min_samples_split': 4}",0.55,0.7333333333333333,0.7166666666666667,0.7833333333333333,0.7166666666666667,0.7,0.07888106377466153,424
0.0004555702209472656,7.598636136969209e-06,0.00038051605224609375,4.608995592928555e-05,3,5,"{'max_depth': 3, 'min_samples_split': 5}",0.55,0.7333333333333333,0.7166666666666667,0.7833333333333333,0.7166666666666667,0.7,0.07888106377466153,424
0.00045185089111328126,1.1356735607489458e-05,0.00042934417724609374,0.0001385105985833692,3,6,"{'max_depth': 3, 'min_samples_split': 6}",0.55,0.7333333333333333,0.7166666666666667,0.7833333333333333,0.7166666666666667,0.7,0.07888106377466153,424
0.0004912376403808594,4.571637553830823e-05,0.00037274360656738283,1.4592775249181132e-05,3,7,"{'max_depth': 3, 'min_samples_split': 7}",0.55,0.7333333333333333,0.7166666666666667,0.7833333333333333,0.7166666666666667,0.7,0.07888106377466153,424
0.00045566558837890626,8.566363289783402e-06,0.0003622531890869141,9.492054183954868e-06,3,8,"{'max_depth': 3, 'min_samples_split': 8}",0.55,0.7333333333333333,0.7166666666666667,0.7833333333333333,0.7166666666666667,0.7,0.07888106377466153,424
0.0004827022552490234,4.196995956728151e-05,0.00038299560546875,4.418755034570476e-05,3,9,"{'max_depth': 3, 'min_samples_split': 9}",0.55,0.7333333333333333,0.7166666666666667,0.7833333333333333,0.7166666666666667,0.7,0.07888106377466153,424
0.0005136966705322265,4.9217726161313955e-05,0.00038461685180664064,6.087464595341208e-05,3,10,"{'max_depth': 3, 'min_samples_split': 10}",0.55,0.7333333333333333,0.7166666666666667,0.7833333333333333,0.7166666666666667,0.7,0.07888106377466153,424
0.0004761219024658203,1.1533152220199417e-05,0.00036439895629882815,2.4228583539124173e-05,4,2,"{'max_depth': 4, 'min_samples_split': 2}",0.7666666666666667,0.8,0.8333333333333334,0.9333333333333333,0.8666666666666667,0.8400000000000002,0.0573488351136175,415
